Name;Name2;Producto;Teléfono;Ciudad;Correo Electrónico;Info;Sitio Web;Ubicación
FONDO NACIONAL DEL GANADO;;"- FONDO NACIONAL DEL GANADO: ES UNA CUENTA ESPECIAL, SIN PERSONERÍA JURÍDICA, CREADA PARA EL RECAUDO, ADMINISTRACIÓN E INVERSIÓN DE RECURSOS PARAFISCALES CON ORIGEN EN LAS CUOTAS DE FOMENTO GANADERO Y LECHERO, EN VIRTUD DE LO DISPUESTO POR LA LEY 89 DE 1993 Y QUE TIENE COMO ADMINISTRADOR A LA FEDERACIÓN COLOMBIANA DE GANADEROS – FEDEGAN. - COMUNIDAD VIRTUAL GANADERA; PLATAFORMA TECNOLOGICA A TRAVÉS DE LA CUAL EL FONDO NACIONAL DEL GANADO, DIVULGA SUS PROGRAMAS. - MANUAL PRÁCTICO GANADERO: MANUAL DÍGITAL QUE TIENE COMO FINALIDAD CAPACITAR GANADEROS EN DISTINTOS ASPECTOS TÉCNICOS RELACIONADOS A LA ACTIVIDAD GANADERA. - SALUD Y BIENESTAR ANIMAL: PROGRAMA NACIONAL DE VACUNACIÓN PARA LA RADIACIÓN DE FIEBRE AFTOSA, BRUCELOSIS BOVINA Y RABIA. - FOMENTO AL CONSUMO: PROGRAMA NACIONAL DE DONACIÓN Y PROMOCIÓN DEL CONSUMO DE CARNE Y LECHE COLOMBIANA. - GANADERÍA COLOMBIANA SOSTENIBLE: PROGRAMA NACIONAL QUE TIENE COMO OBJETIVO PROMOVER QUE LA GANADERÍA SOSTENIBLE ES AMIGABLE CON EL MEDIO AMBIENTE.";571-5782020;BOGOTA D.C.;fomentoalconsumo@fedegan.org.co;FONDO NACIONAL DEL GANADOEl Fondo Nacional del Ganado es una cuenta especial administrada por la Federación Colombiana de Ganaderos para el manejo de los recursos de la Cuota de Fomento Ganadero y Lechero. Su propósito es dar cumplimiento a los objetivos previstos en la Ley 89 de 1993 en lo relacionado con el Programa Nacional de Erradicación de Fiebre Aftosa, el Fondo de Estabilización de Precios y el fomento al consumo de carne y leche a favor de los sectores de bajos ingresos;http://www.fedegan.org.co;Pabellón: 03, Nivel: 02, Stand: 210
FEDEPAPA - FNFP;;No se van a exhibir productos, ya que se va a usar el espacio para divulgación de los proyectos del FNFP.;571-2142989;BOGOTA D.C.;directormercadeofnfp@fedepapa.com;FEDEPAPA - FNFPFedepapa representa a los productores de papa en Colombia y administra el Fondo Nacional de Fomento de la Papa, que es una cuenta de contribución parafiscal cuya inversión es destinada a proyectos que benefician al productor.;http://www.fedepapa.com;Pabellón: 06, Nivel: 02, Stand: 126
FEDERACION NACIONAL DE ARROCEROS FEDEARROZ;;HERBICIDAS, ARROZ BLANCO;571-4251150;BOGOTA D.C.;gerencia@fedearroz.com.co;FEDERACION NACIONAL DE ARROCEROS FEDEARROZ;http://www.fedearroz.com.co;Pabellón: 03, Nivel: 01, Stand: 208
FEDERACION NACIONAL DE CACAOTEROS;FEDERACION NACIONAL DE CACAOTEROS;FRUTO DE CACAO, CACAO EN GRANO SECO, CHOCOLATES;571-3273000;BOGOTA D.C.;comunicaciones_mercadeo@fedecacao.com.co;FEDERACION NACIONAL DE CACAOTEROS;http://www.fedecacao.com.co;Pabellón: 06, Nivel: 02, Stand: 326
COMITÉ DE CAFETEROS DEL CAUCA;COMITÉ DE CAFETEROS DEL CAUCA;CAFE;60-2232985;MEDELLIN;Josealvaro.jaramillo@cafedecolombia.com;COMITÉ DE CAFETEROS DEL CAUCA;http://www.federaciondecafeteros.org;Pabellón: 06, Nivel: 02, Stand: 141
FENALCE;FENALCE;SERVICIOS PARA CEREALES, LEGUMINOSAS Y SOYA EN: INVESTIGACIÓN, TRANSFERENCIA DE TECNOLOGÍA Y APOYO A LA COMERCIALIZACIÓN Y SEMILLAS;571-7428755;COTA;hvargas@fenalcecolombia.org;FENALCE;http://www.fenalce.co;Pabellón: 06, Nivel: 01, Stand: 208
FEDEPANELA-FONDO DE FOMENTO PANELERO;;PRODUCTOS PANELEROS DE INNOVACIÓN - SERVICIOS GREMIALES;571-6222066;BOGOTA D.C.;comunicaciones@fedepanela.org.co;FEDEPANELA-FONDO DE FOMENTO PANELEROEs una entidad gremial sin ánimo de lucro, que representa a los productores paneleros de todo el país.Tiene como objetivo principal propender por el mejoramiento del nivel de vida de todos los productores que laboran en el subsector panelero, para hacer competitiva y rentable esta actividad.;http://www.fedepanela.org.co;Pabellón: 06, Nivel: 02, Stand: 110
ICA Instituto Colombiano Agropecuario;ICA Instituto Colombiano Agropecuario;"Instituto Colombiano Agropecuario; trabajamos por la sanidad agropecuaria y la inocuidad agroalimentaria del campo colombiano";574-3224481;MEDELLIN;compras@feelingcompany.com;ICA Instituto Colombiano Agropecuario;http://www.feelingcompany.com;Pabellón: 03, Nivel: 01, Stand: 433A
ADR - AGENCIA DE DESARROLLO RURAL;ADR - AGENCIA DE DESARROLLO RURAL;La Agencia de Desarrollo Rural – ADR tiene como misión la promoción, estructuración, cofinanciación y ejecución de planes y proyectos integrales de desarrollo agropecuario y rural, y generar capacidades para mejorar la gestión del desarrollo rural integral con enfoque territorial para contribuir a la transformación del campo colombiano.;574-3224481;MEDELLIN;compras@feelingcompany.com;ADR - AGENCIA DE DESARROLLO RURAL;http://www.feelingcompany.com;Pabellón: 03, Nivel: 01, Stand: 413A
FERRAGRO S.A.S.;;ALAMBRE PARA CERCA ELECTRICA, AISLADORES, TENSORES, MANGUERA AISLADORA, CABLE AISLADO, IMPULSORES PARA CERCA ELECTRICA, ELECTROBOMBAS A 12/24V;574-4483797;ITAGUI;info@ferragro.com;FERRAGRO S.A.S.FERRAGRO S.A.S. fue fundada el 2 de mayo de 1989.Nuestra misión principal es llevar tecnología para el campo desarrollando marcas propias como Electra, Fort y Agrocercas especializadas en el sector de la ganadería y con los mejores estándares de calidad para poder cumplir los requerimientos del agro colombiano.;http://www.ferragro.com;Pabellón: 03, Nivel: 01, Stand: 528
FERTICAMPO;FERTICAMPO;TRACTORES, SECADORAS, COSECHADORAS;311-8832953;VILLAVICENCIO;servicioalcliente@ferticampo.com;FERTICAMPO;http://www.ferticampo.com;Pabellón: 06, Nivel: 01, Stand: 318
FIDEICOMISOS SOCIEDAD FIDUCIARIA FIDUCOLDEX;FIDEICOMISOS SOCIEDAD FIDUCIARIA FIDUCOLDEX;Charlas Corporativas;571-5600100;BOGOTA D.C.;fiducoldex@fiducoldex.com;FIDEICOMISOS SOCIEDAD FIDUCIARIA FIDUCOLDEX;http://www.procolombia.co;Pabellón: 03, Nivel: 01, Stand: 520
FINAGRO;FINAGRO;Créditos linea agropecuaria;571-3203377;BOGOTA D.C.;finagro@finagro.com.co;FINAGRO;http://www.finagro.com.co;Pabellón: 03, Nivel: 01, Stand: 402
HABIBI ARTE EGIPCIA;HABIBI ARTE EGIPCIA;ARTE DECORATIVA, RUSTICA, ANIMAES DECORATIVOS, MUEBLES RUSTICOS PARA FINCAS Y ESPACIOS ABIERTOS, TAPETES PARA FINCAS Y GANADERIA, TODO ALUSIVO A ANIMALES. ;300-8013484;BOGOTA D.C.;ocaro083@gmail.com;HABIBI ARTE EGIPCIA;http://;Pabellón: 08, Nivel: 01, Stand: 138
BRIOS DEL TORNO;BRIOS DEL TORNO;ARTICULOS EN CUERO PINTADOS Y DECORADOS A MANO COMO: BOLSOS, SOMBREROS, BILLETERAS, CINTOS, CORREAS, ESTUCHES PARA CELULARES, GORRAS ENTRE OTROS.ARTICULOS EN TELA COMO: PONCHOS, CAMISETAS, POLOS , BOLSOS. SOMBREROS EN FIBRAS NATURALES PINTADOS A MANO Y DECORADOS. ACCESORIOS VARIOS;312-6213024;BOGOTA D.C.;arturodelbosque31@gmail.com;BRIOS DEL TORNO;http://;Pabellón: 08, Nivel: 01, Stand: 308
DIDALU;DIDALU;;571-4220051;BOGOTA D.C.;didalu20@hotmail.com;DIDALU;http://;Pabellón: 08, Nivel: 01, Stand: 228
TAILANDIA;TAILANDIA;AFILADORES, TAIZER, LITERNA, SOLAVES, HERRAMIENTAS, LAMPARAS MOSQUITERAS, NAVAJAS;318-3061034;ARMENIA;luisaforonda@gmail.com;TAILANDIA;http://;Pabellón: 06, Nivel: 01, Stand: 137
FRUTOS DEL BOSQUE Y AROMAS;;INFUSIONES DE FRUTAS 100% NATURALES EN EXTRACTOS DE HIERBAS AROMATICAS ARTESANALMENTE EXTRAIDOS;311-5071989;BOGOTA D.C.;info@frubaro.com.co;"FRUTOS DEL BOSQUE Y AROMASEmpresa dedicada a la transformación de las frutas y hierbas aromáticas, en productos naturales y saludables, los cuales mantienen las propiedades de las frutas y los beneficios de las hierbas; nuestra producción pertenece a la economía circular, dedicamos nuestros esfuerzos a encontrar el menor impacto en el medio ambiente al realizar la producción de nuestro nuevo e innovador producto, Infusión de Frutas; deliciosos trozos de fruta en extracto de hierbas aromáticas en 7 variedades.";https://frubaro.com.co/;Pabellón: 06, Nivel: 01, Stand: 209
FUN TO FUNDRAISING SAS;FUN TO FUNDRAISING SAS;recaudacion de fondos unicef;312-4494999;BOGOTA D.C.;direccion@funtofundraising.com;FUN TO FUNDRAISING SAS;http://;Pabellón: 03, Nivel: 01, Stand: 231
FUNDACION ANVA;FUNDACION ANVA;Bolsas de café molido y en grano  Servicios: Programas de Responsabilidad Social Corporativa;310-4256326;BOGOTA D.C.;andrea.valero@anvafoundation.org;FUNDACION ANVA;http://www.anvafoundation.org;Pabellón: 03, Nivel: 01, Stand: 133
FUNDACIÓN AYUDA EN ACCIÓN;FUNDACIÓN AYUDA EN ACCIÓN;O.N.G. CAPTACIÓN DE DONANTES;571-7431587;BOGOTA D.C.;mceron@ayudaenaccion.org;FUNDACIÓN AYUDA EN ACCIÓN;http://www.ayudaenaccion.org.co;Pabellón: 03, Nivel: 01, Stand: 645
FUNDASES;FUNDASES;;601-4304454;BOGOTA D.C.;centrodecontacto@fundases.com;FUNDASES;http://www.fundases.net;Pabellón: 06, Nivel: 01, Stand: 314A
FUNDACION ECOLOGICA AMAZONIA DE COLOMBIA;FUNDACION ECOLOGICA AMAZONIA DE COLOMBIA;;315-3410821;BOGOTA D.C.;fuclac@hotmail.com;FUNDACION ECOLOGICA AMAZONIA DE COLOMBIA;http://;Pabellón: 06, Nivel: 01, Stand: 648
PROGRAMA DE ALIANZAS COMERCIALES DE USAID;PROGRAMA DE ALIANZAS COMERCIALES DE USAID;"ElProgramadeAlianzasComercialesdeUSAIDesoperadoporlaFundaciónFintracColombia.Trabajaparaelfortalecimientodecincocadenasdevalor,entreellascafésespeciales,cacao,lácteos,cauchonaturalyhortofruticolaydosporyectosespecificosmieldeabejasycamarón.OperaenlosdepartamentosdeCauca,ValledelCauca,Meta,Caquetá,Antioquia,Córdoba,NariñoySurdeBolívar,desarrollandoproyectosconelpropositodemejorarlosingresosdelosproductores.LoscomponentesdleProgramason:i.Técnicoproductivo;ii.Comercial,iii.Infraestructuravialyproductiva,iv.Gestióndelcnocimiento, con ejes transversales de Inclusión Social y Comunicaciones.";571-7912304;BOGOTA D.C.;asaray@fintrac.com;PROGRAMA DE ALIANZAS COMERCIALES DE USAID;http://www.fintrac.com;Pabellón: 06, Nivel: 02, Stand: 226
FUNDACION HOGARES JUVENILES CAMPESINOS DE COLOMBIA;FUNDACION HOGARES JUVENILES CAMPESINOS DE COLOMBIA;;571-2481510;BOGOTA D.C.;editorialgranjahjc@yahoo.com;FUNDACION HOGARES JUVENILES CAMPESINOS DE COLOMBIA;http://;Pabellón: 03, Nivel: 01, Stand: 544
FUNDACION NOVO AGRO;FUNDACION NOVO AGRO;;571-3016745;BOGOTA D.C.;tnovoagro@gmail.com;FUNDACION NOVO AGRO;http://;Pabellón: 06, Nivel: 01, Stand: 113
DEPARTAMENTO DE RISARALDA;;;576-3274457;PEREIRA;agricultura@risaralda.gov.co;DEPARTAMENTO DE RISARALDAStand del Departamento de Risaralda, contratado a traves del convenio de asociación No.1489 de 2021 entre FIDATEC y La Gobernación de Risaralda;http://www.fidatec.org.co;Pabellón: 06, Nivel: 02, Stand: 410
GANADERIA EL TESORO;GANADERIA EL TESORO;;576-8570972;LA DORADA;chernandez@ganaderiaeltesoro.com;GANADERIA EL TESORO;http://;Pabellón: 11-16, Nivel: 01, Stand: 1223A
GABRICA;GABRICA;Se exhibirá:-1 cubo a piso con 4 caras de exhibición en área libre a entrada del pabellón 4 pista de exhibición equina-1 Bastidor grande horizontal en el gran salón-1 Valla en el pabellón 13-1 Valla en el pabellón 23;571-5190040;BOGOTA D.C.;adriana.rojas@gabrica.com.co;GABRICA;http://www.gabrica.com.co;Pabellón: 11-16, Nivel: 01, Stand: 122
GALAICO S.A.S.;GALAICO S.A.S.;MAQUINARIA AGRICOLA LIVIANA TALES COMO GUADAÑADORAS, FUMIGARORAS DE ESPALDA, PORTÁTILES, FUMIGADORAS ESTACIONARIAS, MOTORES MULTI USOS, BOMBAS, MOTOBOMBAS, GENERADORES, PEKES PEKES, MOTOSIERRAS, MAGUERAS DE ALTA PRESION Y SUS ACCESORIOS. ;571-8787605;FUNZA;dsierra@galaico.com.co;GALAICO S.A.S.;https://galaico.com.co/;Pabellón: 03, Nivel: 01, Stand: 2
GALLERY MONET S.A.S;GALLERY MONET S.A.S;OBRAS DE ARTE ESCULTURA;575-3593465;BARRANQUILLA;galeriamonet@hotmail.com;GALLERY MONET S.A.S;http://;Pabellón: 08, Nivel: 01, Stand: 206
DE CARNE & HUESO;;;320-4145181;BOGOTA D.C.;ganaderialaalejandria@gmail.com;"DE CARNE & HUESODe Carne & Hueso es una empresa joven dedicada a la transformación, procesamiento y producción de la linea de carnes premium y charcutería de ""La Alejandría Maestros Carniceros"".  Que da como resultado final  sándwiches, Hamburguesas, carnes ahumadas y cocciones largas; logrando como objetivo darle un trato digno al animal y que mejor manera para hacerlo que respetando su finalidad, con un impecable manejo de su materia prima.";http://www.decarneyhuesocol.com;Pabellón: AL02, Nivel: 01, Stand: 7
COMERCIALIZADORA LA EXITOSA RG;;;;BOGOTA D.C.;administracion@apitobogota.live;COMERCIALIZADORA LA EXITOSA RGBuscamos acercar a las regiones a través de emprendimiento, principalmente del sector de alimentos. Por ahora, comercializamos la marca en Bogotá: Apito Pasión Opita.;http://;Pabellón: 06, Nivel: 01, Stand: 110
STGENETICS;;CAÑON ESPANTAPAJAROS A GAS, GUADAÑADORAS, MOTOBOMBAS ;0;FLORIDABLANCA;macevedo@genopec.com;STGENETICSLa empresa GENOMICA PECUARIA S A S se encuentra situada en el departamento de SANTANDER, en la localidad FLORIDABLANCA y su dirección postal es CALLE 31 A 26 15 CENTRO EMPRESARIAL LA FLORIDA OFICINA 508, FLORIDABLANCA, SANTANDER.;http://;Pabellón: 03, Nivel: 02, Stand: 554
GEOMATRIX;GEOMATRIX;MATERIAL GESINTETICOS PARA LA ELABORACION DE RESERVORIOS, ESTANQUES, PARA CUBIERTAS PARA TECHOS;571-4249999;BOGOTA D.C.;jguevara@geomatrix.com.co;GEOMATRIX;http://www.geomatrix.com.co;Pabellón: 03, Nivel: 01, Stand: 522
MANUFACTURAS ERIC;MANUFACTURAS ERIC;MARROQUINERIA, TELABARTERIA, ARTICULOS Y ACCESORIOS EN CUERO. ;571-3726126;BOGOTA D.C.;manufacturas_eric001@hotmail.com;MANUFACTURAS ERIC;http://;Pabellón: 08, Nivel: 01, Stand: 113
MANUFACTURAS BRYAN;MANUFACTURAS BRYAN;;311-2190187;BOGOTA D.C.;manufacturasbryan@hotmail.com;MANUFACTURAS BRYAN;http://;Pabellón: 08, Nivel: 01, Stand: 324
ENVIRONMENT SYSTEMS;ENVIRONMENT SYSTEMS;LOS SERVICIOS QUE SE OFRECERAN EL LA FERIA SERAN AGRI-TRACK. ESTE SERVICIO TIENE 3 LINEAS: AGRI-TRACK CULTIVOS, AGRI-TRACK INDUSTRIAL, AGRI-TRACK SEASONS. ESTOS SERVICIOS ENTREGAN INFORMACIÓN PARA EL MONITOREO DE CULTIVOS Y PASTURAS, BASADOS EN EL ANÁLISIS DE DATOS SATELITALES Y ENTREGADOS MEDIANTE MAPAS VIA CORREO ELECTRÓNICO Y TABLEROS DE DATOS INTERACTIVOS QUE SON ACCEDIDOS POR MEDIO DE INTERNET.;300-4853747;BOGOTA D.C.;dggrafico@gmail.com;ENVIRONMENT SYSTEMS;http://;Pabellón: 03, Nivel: 02, Stand: 426
TU BASCULA;;;574-4442791;BELLO;comercial02@tubascula.com;TU BASCULASomos una empresa con mas de de 13 Años de Experiencia en fabricación de todo tipo de básculas, basculas sobre medida, basculas industriales, bretes ganaderos, corrales y Equipos de pesaje para el sector AGRO. Nuestro personal es el más creativo y mejor calificado, apoyados por un firme compromiso con la capacitación, el desarrollo, el reconocimiento y las recompensas.;http://www.tubascula.com;Pabellón: 03, Nivel: 01, Stand: 618
GRUPO ALOSAN S.A.S.;GRUPO ALOSAN S.A.S.;;601-5602188;BOGOTA D.C.;alosan@alosan.com.co;GRUPO ALOSAN S.A.S.;http://www.alosan.com.co;Pabellón: 03, Nivel: 01, Stand: 531
GRUPO EMPRESARIAL ALLBUY;GRUPO EMPRESARIAL ALLBUY;El café especial tipo exportación molido y grano,  son granos de excelente calidad, diferenciados con un perfil sensorial: fragancia y aromas dulces de miel, sabor con notas de caramelo, chocolate y vainilla, destaca una acidez cítrica y elegante cuerpo sedoso y pronunciado. Presentación en grano y molido de 454 gramos ;9444339;ZIPAQUIRA;direccion@tyzycoffee.com;GRUPO EMPRESARIAL ALLBUY;http://;Pabellón: 06, Nivel: 01, Stand: 211
GRUPO INDUSTRIAL IDEAGRO S.A.S.;GRUPO INDUSTRIAL IDEAGRO S.A.S.;PICAPASTOS - DESBRONZADORA - MOTOCULTOR - SEGADORA;571-6296010;CAJICA;info@ideagro.com;GRUPO INDUSTRIAL IDEAGRO S.A.S.;http://www.ideagro.com;Pabellón: AL05, Nivel: 01, Stand: 1A
INAMEC SAS;;EQUIPOS DE MAQUINARIA AGRÍCOLA PARA PREPARACIÓN, SIEMBRA Y RECOLECCIÓN DE COSECHA DE TIERRAS EN LABRANZA CERO, MÍNIMA Y CONVENCIONAL;601-5800733;BOGOTA D.C.;contabilidad@inamec.com;INAMEC SASGRUPO INDUSTRIAL INAMEC SAS Somos una empresa agrícola industrial que desde 1992 piensa en el futuro de los campos y su optimización por medio del diseño y la fabricación de equipos agrícolas que puedan ser utilizados en diferentes campos.			;http://www.inamec.com;Pabellón: AL05, Nivel: 01, Stand: 3A
HACIENDA EL CUCHARO;;EJEMPLARES EN PIE - GENÉTICA - SERVICIO DE PREÑEZ;571-6360866;BOGOTA D.C.;gerencia@haciendaelcucharo.com;HACIENDA EL CUCHARO;http://www.haciendaelcucharo.com;Pabellón: 11-16, Nivel: 01, Stand: 1213
Heine Corporation;Heine Corporation;"Lawn mowers and shredders, Forage and grains harvesters and cultivators, Sprayers, Mowers; Augers, Chainsaws";981-8774477;FARIDABAD;varun.gupta@heinecorporation.com;Heine Corporation;http://;Pabellón: 03, Nivel: 01, Stand: 132
CAPRICUEROS;CAPRICUEROS;FABRICACION DE ARTICULOS EN CUERO Y LANA, TALES COMO CHAQUETAS, BOLSOS,BILLETERAS,MALETINES,SILLAS PARA EQUITACION, RUANAS TEJIDAS EN HILO;313-6392737;BOGOTA D.C.;juan-capricueros@hotmail.com;CAPRICUEROS;http://;Pabellón: 08, Nivel: 01, Stand: 226
HIERROS Y FIGURAS SAS;HIERROS Y FIGURAS SAS;MUEBLES PARA EXTERIOR E INTERIOR;5262920;BOGOTA D.C.;hierrosyfigurasgerencia@hotmail.com;HIERROS Y FIGURAS SAS;http://www.hierrosyfiguras.com;Pabellón: 08, Nivel: 01, Stand: 221
HIGH HIPPO ECO;HIGH HIPPO ECO;VALVULAS PARA EL MANEJO DEL AGUA, ACCESORIOS PARA HUEVOS;316-5304940;BOGOTA D.C.;ecantor@tetrisgroup.com.co;HIGH HIPPO ECO;http://;Pabellón: 03, Nivel: 01, Stand: 632
PRODUCTOS HIGO;;;;BOGOTA D.C.;productoshigo@gmail.com;PRODUCTOS HIGO;http://productoshigo.com;Pabellón: 06, Nivel: 01, Stand: 207
CRIADERO LONTANANZA;CRIADERO LONTANANZA;BOVINOS BLANCO OREJINEGRO (BON);604-3115900;PEREIRA;oarbol42@gmail.com;CRIADERO LONTANANZA;http://;Pabellón: 11-16, Nivel: 01, Stand: 1208
LA CASA DEL SOMBRERO SUAZA;LA CASA DEL SOMBRERO SUAZA;SOMBREROS SUAZA TEJIDOS A MANO 100% HECHOS EN PALMA DE IRACA.;311-4913794;SUAZA;sombrerosuazahurtado@yahoo.es;LA CASA DEL SOMBRERO SUAZA;http://www.lacasadelsombrerosuaza.com;Pabellón: 08, Nivel: 01, Stand: 5
HUSQVARNA;HUSQVARNA;GUADAÑADORAS, MOTOSIERRAS, MOTOCULTORES, TRACTORES CORTA CESPED, CORTA CESPED, PODADORAS DE ALTURA, MOTOBOMBAS, GENERADORES, FUMIGADORAS DE ESPALDA, PRODUCTOSA BETERIA, ROBOTS CORTACESPED ;571-7457331;BOGOTA D.C.;andres.alvarado@husqvarnagroup.com;HUSQVARNA;http://www.husqvarna.com;Pabellón: ALB, Nivel: 01, Stand: 60
MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL;MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL;;604-4443226;MEDELLIN;comercial2@imagroupcolombia.com;MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL;http://;Pabellón: 03, Nivel: 01, Stand: 314A
IMPULSE AGRO S.A.S.;;EQUIPOS DE ORDEÑO PARA PEQUEÑOS, MEDIANOS Y GRANDES PRODUCTORES, REPUESTOS, ACEITES Y DETERGENTES PARA LOS EQUIPOS DE ORDEÑO ;318-2823504;TENJO;gerencia@impulseagro.com;IMPULSE AGRO S.A.S.IMPULSE AGRO S.A.S. empresa en crecimiento desde todos los puntos de vista, pero siempre con ideas claras, innovadoras, concretas y que contribuyen al fortalecimiento del sector lechero de nuestro país desde pequeños a grandes productores.;http://www.impulseagro.com;Pabellón: 03, Nivel: 01, Stand: 302
IMPULSEMILLAS SAS;;SEMILLAS DE HORTALIZAS, FRUTALES, AROMATICAS, FLORES, PASTOS, LACTOREEMPLAZADORES, FERTILIZANTES, TURBA, PLANTULAS Y PRODUCTOTERMINADO;571-6488080;TOCANCIPA;impulsemillas@impulsores.com.co;IMPULSEMILLAS SAS;http://www.impulsemillas.com;Pabellón: 03, Nivel: 01, Stand: 102
INALMET SAS;;CINTA PESADORA PARA BOVINOS, EQUINOS Y PORCINOS, TRAMPAS Y PEGANTE PARA EL CONTROL FISICO DE MOSCAS Y ROEDORES (NO TOXICO) Y FERTILIZANTE, FUNGICIDA E INSECTICIDA NATURAL;571-2526868;BOGOTA D.C.;mlbb@inalmet.com;"INALMET SASINALMET S.A.S es una empresa, que busca entregar soluciones efectivas e integrales, que aporten al bienestar de los cultivos, los animales y la salud humana.Para cumplirlo manejamos productos que se han convertido en una herramienta fundamental para cultivos de todo tipo; establos, avícolas, cocheras, casa de campo, entre otros lugares donde las plagas son un problemas.";http://www.inalmet.com;Pabellón: 06, Nivel: 01, Stand: 125
FILTROS DONSSON;FILTROS DONSSON;FILTROS PARA AIRE, ACEITE Y COMBUSTIBLE , ELEMENTOS, CARCAZAS, PREFILTROS ENTRE OTROS.;571-3701082;COTA;mercadeo@donsson.com;FILTROS DONSSON;http://www.donsson.com;Pabellón: 06, Nivel: 01, Stand: 150
ORDECOL;ORDECOL;EQUIPOS DE ORDEÑO FIJO S Y MOVILES - ESTABLOS PARA ORDEÑO;571-4039355;BOGOTA D.C.;comercial@ordecol.com;ORDECOL;http://www.ordecol.com;Pabellón: 03, Nivel: 01, Stand: 213
ORDECOL;ORDECOL;EQUIPOS DE ORDEÑO FIJO S Y MOVILES - ESTABLOS PARA ORDEÑO;571-4039355;BOGOTA D.C.;comercial@ordecol.com;ORDECOL;http://www.ordecol.com;Pabellón: 03, Nivel: 01, Stand: 219
INDUSTRIAS TORNOMETAL J R;INDUSTRIAS TORNOMETAL J R;FUMIGADORAS, HOYADORAS, TRACTORES Y REMOLQUES, PRODUCTOS Y FARMECAUTICOS DE USO DVETERINARIO, MALLAS PLASTICAS Y METALICAS, MOTOBOMBAS Y BOMBAS, EMPAQUES, ENVASES Y BOLSAS DE PLASTICO;571-8262632;FUNZA;indutornometaljr@gmail.com;INDUSTRIAS TORNOMETAL J R;http://www.industriastornometaljr.co;Pabellón: 03, Nivel: 01, Stand: 508
PASOAN;PASOAN;PUESTA EN ESCENA MADERBLE CON ESTIBAS Y ESTANTERIA VESTIDO DE AGROEXPO CON MUESTRA DE ZAPATICOS INFANTILES PARA NIÑ@S CON MOTIVOS DE ANIMALES;7951614;BOGOTA D.C.;infantilespasoan@gmail.com;PASOAN;http://pasoanzapaticos.com;Pabellón: 08, Nivel: 01, Stand: 225
IMECOL SAS;IMECOL SAS;(3) TRACTORES, EQUIPOS DE AGRICULTORA DE PRECISION( MONITORES);572-6666605;PALMIRA;obianchi@imecol.com;IMECOL SAS;http://www.imecol.com;Pabellón: 03, Nivel: 01, Stand: 6
IMECOL SAS;;(3) TRACTORES, EQUIPOS DE AGRICULTORA DE PRECISION( MONITORES);572-6666605;PALMIRA;obianchi@imecol.com;IMECOL SAS;http://www.imecol.com;Pabellón: 06, Nivel: 01, Stand: 402
ISELCO DAEWON PAGE;;COMERCIALIZAMOS MAQUINARIA AGROINDUSTRIAL PARA SECAMIENTO, ALMACENAMIENTO, PROCESAMIENTO DE GRANOS Y CEREALES PARA LA INDUSTRIA INDUSTRIAL ALIMENTICIA Y DE CONCENTRADOS, MÁQUINAS EMPACADORAS Y AFINES. NO LLEVAREMOS NINGUN TIPO DE MAQUINA A LA FERIA, POR LOS COSTO QUE GENERA, PERO SI ESTAREMOS EXPONIENDO TODA LA INFORMACIÓN TÉCNICA DE LOS EQUIPOS POR MEDIO DE CATÁLOGOS, FOLLETOS Y DEMAS PUBLICIDAD.;571-8903853;FACATATIVA;gerencia@iselco.net;ISELCO DAEWON PAGEISELCO LTDA, nace en el año 2.005 con la visión de ofrecer soluciones integrales de ingeniería a la industria alimenticia.Durante el desarrollo de la actividad y de acuerdo con los perfiles de los directivos y colaboradores, se han venido haciendo alianzas estratégicas para ofrecer proyectos llave en mano. Representamos marcas extranjeras de maquinaria industrial, somos distribuidores autorizados de equipos de laboratorio y accesorios especiales para la industria.;http://www.daewon-la.co/index.php;Pabellón: 06, Nivel: 01, Stand: 116
INNOVA FRUITS;INNOVA FRUITS;"FRUTAS Y VERDURAS LIOFILIZADAS, PULPAS DE FRUTAS EN SISTEMA HTD, LINEA DE ACEITE DE AGUACATE CRUDO Y EXTRAVIRGEN, PULPAS DE FRUTA Y VERDURAS EN POLVO POR MEDIO DE SECADO SPRAY DRY; TODOS ESTOS PORDUCTOS A NIVEL INDUSTRIAL. PRODUCTOS FRESCOS (AGUACATE HASS, CHAMPIÑON, LIMON TAHITI)";601-8966058;COTA;daniela.vargas@innovafruits.com;INNOVA FRUITS;http://www.innovafruits.com;Pabellón: 06, Nivel: 01, Stand: 129
INNOVARTE TAPETES;INNOVARTE TAPETES;TAPETES PARA MASCOTAS,ROPA Y ACCESORIOS;;BOGOTA D.C.;innovartetapetessas@gmail.com;INNOVARTE TAPETES;http://;Pabellón: 06, Nivel: 01, Stand: 112
